name,size,reads,writes,comparisons,total
Quick Sort,136,1095,2008,3154,6257
Quick Sort,137,1107,2036,3184,6327
Quick Sort,138,1158,2140,3331,6629
Quick Sort,139,1181,2166,3388,6735
Quick Sort,140,1100,2014,3151,6265
Quick Sort,141,1134,2082,3253,6469
Quick Sort,142,1268,2344,3661,7273
Quick Sort,143,1299,2412,3766,7477
Quick Sort,144,1484,2780,4303,8567
Quick Sort,145,1363,2526,3928,7817
Quick Sort,146,1210,2230,3499,6939
Quick Sort,147,1236,2272,3578,7086
Quick Sort,148,1299,2408,3766,7473
Quick Sort,149,1286,2372,3691,7349
Quick Sort,150,1134,2072,3265,6471
Quick Sort,151,1237,2276,3556,7069
Quick Sort,152,1285,2366,3707,7358
Quick Sort,153,1198,2194,3457,6849
Quick Sort,154,1178,2148,3355,6681
Quick Sort,155,1276,2344,3691,7311
Quick Sort,156,1293,2388,3748,7429
Quick Sort,157,1172,2138,3361,6671
Quick Sort,158,1378,2550,3985,7913
Quick Sort,159,1328,2446,3829,7603
Quick Sort,160,1359,2508,3886,7753
Quick Sort,161,1584,2946,4610,9140
Quick Sort,162,1255,2292,3574,7121
Quick Sort,163,1566,2902,4519,8987
Quick Sort,164,1615,3008,4702,9325
Quick Sort,165,1404,2580,4057,8041
Quick Sort,166,1439,2660,4157,8256
Quick Sort,167,1354,2486,3889,7729
Quick Sort,168,1486,2752,4285,8523
Quick Sort,169,1383,2548,4012,7943
Quick Sort,170,1740,3258,5095,10093
Quick Sort,171,1306,2378,3745,7429
Quick Sort,172,1503,2778,4330,8611
Quick Sort,173,1463,2698,4210,8371
Quick Sort,174,1476,2744,4321,8541
Quick Sort,175,1535,2836,4402,8773
Quick Sort,176,1586,2932,4555,9073
Quick Sort,177,1460,2690,4201,8351
Quick Sort,178,1507,2786,4354,8647
Quick Sort,179,1577,2926,4553,9056
Quick Sort,180,1568,2896,4501,8965
Quick Sort,181,1603,2972,4654,9229
Quick Sort,182,1503,2758,4318,8579
Quick Sort,183,1464,2684,4201,8349
Quick Sort,184,1384,2528,3979,7891
Quick Sort,185,1572,2894,4513,8979
Quick Sort,186,1712,3170,4975,9857
Quick Sort,187,1446,2650,4147,8243
Quick Sort,188,1794,3332,5161,10287
Quick Sort,189,1562,2868,4477,8907
Quick Sort,190,1785,3320,5140,10245
Quick Sort,191,1680,3110,4879,9669
Quick Sort,192,1678,3108,4807,9593
Quick Sort,193,1666,3066,4765,9497
Quick Sort,194,1815,3372,5248,10435
Quick Sort,195,1805,3346,5194,10345
Quick Sort,196,1849,3444,5368,10661
Quick Sort,197,1585,2914,4536,9035
Quick Sort,198,1664,3062,4772,9498
Quick Sort,199,1630,3008,4729,9367
Quick Sort,200,1646,3032,4759,9437
Quick Sort,201,2018,3778,5887,11683
Quick Sort,202,1711,3148,4894,9753
Quick Sort,203,1651,3030,4727,9408
Quick Sort,204,1709,3144,4925,9778
Quick Sort,205,1818,3368,5257,10443
Quick Sort,206,2030,3786,5923,11739
Quick Sort,207,2010,3740,5821,11571
Quick Sort,208,1820,3368,5252,10440
Quick Sort,209,1748,3226,4999,9973
Quick Sort,210,1866,3444,5389,10699
Quick Sort,211,1878,3466,5401,10745
Quick Sort,212,1816,3362,5245,10423
Quick Sort,213,1912,3538,5497,10947
Quick Sort,214,1697,3116,4888,9701
Quick Sort,215,2323,4358,6754,13435
Quick Sort,216,1940,3586,5587,11113
Quick Sort,217,2170,4044,6265,12479
Quick Sort,218,1933,3576,5560,11069
Quick Sort,219,1993,3696,5752,11441
Quick Sort,220,1836,3376,5263,10475
Quick Sort,221,2085,3886,6052,12023
Quick Sort,222,2267,4234,6586,13087
Quick Sort,223,1998,3702,5773,11473
Quick Sort,224,2005,3712,5800,11517
Quick Sort,225,2280,4264,6619,13163
Quick Sort,226,2042,3786,5911,11739
Quick Sort,227,2155,4004,6220,12379
Quick Sort,228,1998,3692,5786,11476
Quick Sort,229,1972,3644,5677,11293
Quick Sort,230,2229,4144,6466,12839
Quick Sort,231,2225,4150,6472,12847
Quick Sort,232,2180,4040,6313,12533
Quick Sort,233,2341,4376,6790,13507
Quick Sort,234,2023,3740,5860,11623
Quick Sort,235,2383,4456,6892,13731
Quick Sort,236,2128,3944,6115,12187
Quick Sort,237,2129,3940,6136,12205
Quick Sort,238,2174,4038,6290,12502
Quick Sort,239,2304,4290,6728,13322
Quick Sort,240,2163,3996,6226,12385
Quick Sort,241,2392,4462,6937,13791
Quick Sort,242,2235,4146,6437,12818
Quick Sort,243,2159,3982,6202,12343
Quick Sort,244,2442,4564,7076,14082
Quick Sort,245,2238,4158,6493,12889
Quick Sort,246,2281,4238,6592,13111
Quick Sort,247,2255,4190,6550,12995
Quick Sort,248,2219,4116,6413,12748
Quick Sort,249,2292,4240,6614,13146
Quick Sort,250,2523,4712,7318,14553
Quick Sort,251,2457,4580,7114,14151
Quick Sort,252,2484,4634,7207,14325
Quick Sort,253,2289,4254,6610,13153
Quick Sort,254,2237,4136,6466,12839
Quick Sort,255,2186,4042,6332,12560
Quick Sort,256,2260,4190,6505,12955
Quick Sort,257,2425,4512,7030,13967
Quick Sort,258,2758,5172,7987,15917
Quick Sort,259,2299,4254,6640,13193
Quick Sort,260,2832,5308,8215,16355
Quick Sort,261,2601,4852,7522,14975
Quick Sort,262,2325,4304,6737,13366
Quick Sort,263,2354,4364,6829,13547
Quick Sort,264,2628,4898,7615,15141
Quick Sort,265,2779,5200,8062,16041
Quick Sort,266,2535,4714,7318,14567
Quick Sort,267,2491,4622,7198,14311
Quick Sort,268,2919,5484,8506,16909
Quick Sort,269,2715,5064,7882,15661
Quick Sort,270,2500,4654,7279,14433
Quick Sort,271,2638,4910,7670,15218
Quick Sort,272,2523,4678,7288,14489
Quick Sort,273,2450,4540,7069,14059
Quick Sort,274,2727,5074,7942,15743
Quick Sort,275,2690,5016,7801,15507
Quick Sort,276,2461,4552,7049,14062
Quick Sort,277,2824,5278,8186,16288
Quick Sort,278,2476,4582,7148,14206
Quick Sort,279,2558,4748,7399,14705
Quick Sort,280,3017,5678,8794,17489
Quick Sort,281,2735,5104,7924,15763
Quick Sort,282,2631,4890,7648,15169
Quick Sort,283,2778,5174,8041,15993
Quick Sort,284,2608,4838,7537,14983
Quick Sort,285,2746,5122,7957,15825
Quick Sort,286,2666,4958,7723,15347
Quick Sort,287,2585,4788,7444,14817
Quick Sort,288,2809,5238,8182,16229
Quick Sort,289,3075,5764,8922,17761
Quick Sort,290,3029,5684,8831,17544
Quick Sort,291,3047,5710,8878,17635
Quick Sort,292,2917,5444,8458,16819
Quick Sort,293,2689,4990,7786,15465
Quick Sort,294,2733,5074,7894,15701
Quick Sort,295,3144,5890,9121,18155
Quick Sort,296,2966,5524,8575,17065
Quick Sort,297,2789,5188,8099,16076
Quick Sort,298,2896,5408,8432,16736
Quick Sort,299,3279,6162,9574,19015
Quick Sort,300,2761,5118,7980,15859
